id,title,description,keywords,sector,group,jurisdiction,frequency,granularity__spatial,granularity__temporal,date__earliest,date__latest,access_type,format,provider,reference,url,access_method
236,Ev Charging Stations,EV charging locations,EV Charging Stations,Transport Network Assets,,Rajasthan,unknown,state,one-time,,2024,open,printed map,BEE,"Bureau of Energy Efficiency (2024), NA",https://evyatra.beeindia.gov.in/public-charging-stations/,Go to source URL
238,Level Information From Manhole Sensors In Jaipur City,"device id, sludge level and observation Date Time of jaipur city",Sludge Level ,Transport Network Assets,MoHUA IUDX data,Jaipur Development Authority (2018),unknown,city,one-time,,2022,private,json,JDA,"Indian urban data exchange (2023) IUDX, NA",https://catalogue.cos.iudx.org.in/jaipur/dataset/e2e88fc3-95b2-4fcf-91d1-7c81a9a461d6,Go to source URL
239,Manhole Sensor Systems Locations In Jaipur City,"Name, ID, and Physical Coordinates of the manhole sensor systems in Jaipur City.",Manhole Sensor,Transport Network Assets,MoHUA IUDX data,Jaipur Development Authority (2018),unknown,discrete locations,one-time,,,private,json,JDA,"Indian urban data exchange (2023) IUDX, NA",https://catalogue.cos.iudx.org.in/jaipur/dataset/5004baa8-a1ca-45f0-b639-4cef1ec6b089,Go to source URL
234,"Off-Street Parking Accumalation, Supply And Demand Projections","Parking Accumulation, supply and demand projections of the Off-Street Parking spaces of different locations.","parking accumulation, suply, demand, off street parking",Transport Network Assets,,Jaipur City- specific,unknown,city,one-time,2011,2011,open,printed table,Research Paper,"Management of Parking Spaces in the Walled City of Jaipur , Table 2, Table 5, Fig 3",https://old.ccs.in/internship_papers/2011/245_riddhima_management-of-parking-spaces-in-the-walled-city-of-jaipur_second.pdf,Go to source URL
233,"On-Street Parking Accumalation, Supply And Demand","Parking Accumulation, supply and demand of Parking in the locations, Jauhari Bazaar and the Bapu Bazaar.","parking accumulation, suply, demand, jauhari bazaar, bapu bazaar",Transport Network Assets,,Jaipur City,unknown,city,one-time,2026,2026,open,printed table,JDA,"Rites (2026) Comprehensive Mobility Plan for Jaipur City - Draft CMP report, Table 2.61, pg. 2-58",https://jdaservice.rajasthan.gov.in/pdf/others/Jaipur_CMP_Report_022026.pdf,Go to source URL
232,Parking Site Locations In Jaipur City,"Name, address, and Physical Coordinates of the  parking site locations in Jaipur city.",Parking site,Transport Network Assets,MoHUA IUDX data,Jaipur Development Authority (2018),unknown,discrete locations,one-time,,,private,json,JDA,"Indian urban data exchange (2023) IUDX, NA",https://catalogue.cos.iudx.org.in/jaipur/dataset/5004baa8-a1ca-45f0-b639-4cef1ec6b089,Go to source URL
235,Smart Pole Locations In Jaipur City,"Name, address and Physical Coordinates of the smart pole location in Jaipur city",Smart Pole,Transport Network Assets,MoHUA IUDX data,Jaipur Development Authority (2018),unknown,discrete locations,one-time,,,private,json,JDA,"Indian urban data exchange (2023) IUDX, NA",https://catalogue.cos.iudx.org.in/jaipur/dataset/5004baa8-a1ca-45f0-b639-4cef1ec6b089,Go to source URL
237,Street Lights Data Jaipur,ward wise data of total no. of poles of LED Bulbs/NonLED Bulbs and  Number of street lights / poles per km of road,"Street lighting, ward wise",Transport Network Assets,Smartcities.gov.in data,Jaipur Municipal Corporation,unknown,region,one-time,,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/street-lights-data-jaipur,Go to source URL
240,Vcc System Locations In Jaipur City,"Name, ID,address and Physical Coordinates of the Vehicle Classification Camera(VCC)",VCC system,Transport Network Assets,MoHUA IUDX data,Jaipur Development Authority (2018),unknown,discrete locations,one-time,,,private,json,JDA,"Indian urban data exchange (2023) IUDX, NA",https://catalogue.cos.iudx.org.in/jaipur/dataset/5004baa8-a1ca-45f0-b639-4cef1ec6b089,Go to source URL
247,Transport Annual Progress Report,annual progress report from 2015-16 to 2021-22 in hindi,Transport Report,Transport Statistics,,Rajasthan,yearly,state,one-time,2015,2022,open,printed table,"Transport Department, Govt. of Rajasthan","Transport Department, Government of Rajasthan (n.d.), Transport Anuual Progress Report, NA",https://transport.rajasthan.gov.in/content/transportportal/en/transport/organisation/AnnualProgressReport.html.html#annualProgressReport,Go to source URL
243,Transport Annual Report 2022-23,annual administrative report for the year (2022-23),Administrative Report,Transport Statistics,,Rajasthan,yearly,state,one-time,2022,2023,open,printed table,"Department of transport and road safety, Rajasthan","Annual administrative report (2022-23), NA",https://transport.rajasthan.gov.in/content/dam/transport/transport-dept/pdf/Statistical-abstract2022-23/prashasnik%20prativedan%202022-23.pdf,Go to source URL
246,Transport Dept Yearbook 2018-19,"general information,routes and highways, permit and licences, revenue collection, vehicle statistics,road accidents, pollution control, enforcement, and miscellaneous data for Rajasthan(2019-20)","Transport Overview, Traffic and Infrastructure",Transport Statistics,,Rajasthan,yearly,state,one-time,2018,2019,open,printed table,"Transport Department, Govt. of Rajasthan","Transport Department, Government of Rajasthan (2018-19) STATISTICAL ABSTRACT, NA",https://transport.rajasthan.gov.in/content/dam/transport/transport-dept/pdf/statistical-abstract2018-19/Trasport%20Department%20Abstract%20Book%2018-19.pdf,Go to source URL
245,Transport Dept Yearbook 2019-20,"general information,routes and highways, permit and licences, revenue collection, vehicle statistics,road accidents, pollution control, enforcement, and miscellaneous data for Rajasthan(2019-20)","Rajasthan Transport, Traffic Infrastructure Statistics",Transport Statistics,,Rajasthan,yearly,state,one-time,2019,2020,open,printed table,"Transport Department, Govt. of Rajasthan","Transport Department, Government of Rajasthan (2019-20) STATISTICAL YEAR BOOK, NA",https://transport.rajasthan.gov.in/content/dam/transport/transport-dept/pdf/statistical2015-16/Transport%20Dept.%20Statistical%20Year%20Book.pdf,Go to source URL
244,Transport Dept Yearbook 2020-21,"general information,routes and highways, permit and licences, revenue collection, vehicle statistics,road accidents, pollution control, enforcement, and miscellaneous data for Rajasthan(2020-21)","highway, vcehicle statistics permit, license, revenue",Transport Statistics,,Rajasthan,yearly,state,one-time,2020,2021,open,printed table,"Transport Department, Govt. of Rajasthan","Transport Department, Government of Rajasthan (2020-21) STATISTICAL YEAR BOOK, NA",https://transport.rajasthan.gov.in/content/dam/transport/transport-dept/pdf/Statistical%20abstract%202020-21/Transport_Dept_Year_Book.pdf,Go to source URL
269,Average Occupancy,"location, direction and average occupancy data",occupancy rate,Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Traffic Study by Wilbur Smith Associates-2010, ANNEXURE - 2, pg. 125",https://www.tourism.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
273,Average Trip Length By Various Modes,"mode, homebased,non-home based trips, avg. trip length(km)","mode, homebased trips, nonhome based trips, trip length",Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2017,open,printed table,"egis rail,egis india, feedback infra","JMRCL(2018) Comprehensive Mobility Plan - Urban Transport Sector Assessment Report for Jaipur City, Table 0-3 ( Egis survey)",https://transport.rajasthan.gov.in/content/dam/transport/metro/Project/DPR%20Phase%20II/CMP%20Executive%20Summary%20Final.pdf,Go to source URL
250,Classified Traffic Volume Counts,Location-wise Traffic (PCUs) and Share (%) at Outer Cordon Location,"PCUs, outer cordon",Travel Demand,L&T Infra Engineering Transport Study,Jaipur City,unknown,city,one-time,,2018,private,printed map,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Figure 3-1, p.g 3-6",Document not yet published,Not currently available
267,Journey Purpose At Outer Cordon (%),"purpose in % in mode(2 wheeler,car,auto,taxi) for work, business, education, social & recreation, tourism, others","journey purpose, outer cordon,",Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, ANNEXURE - 2, pg. 124",https://www.tourism.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
258,Midblock Traffic Movement - 16 Hours & 24 Hours With Midblock Location Map,"Midblock traffic location and traffic movement towards North,south,east,west with the number of vehicles and PCUs",midblock traffic ,Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, Table 2.6, Table 2.7, Figure 2.10",https://www.tourism.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
274,Modal Share Of Transport,Percentage of people who used different modes of transportation in 2009 and 2018.,Modal share,Travel Demand,,Jaipur City,unknown,city,one-time,2009,2009,open,printed table,JDA,"CMP ppt (n.d), pg. 29",https://cdn.cseindia.org/userfiles/comprehensive_mobility.pdf,Go to source URL
271,Mode Distribution In Jaipur (Including Walk),mode distribution with mode and total trips in %,"mode distribution, total trips, walk",Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2017,open,printed table,"egis rail,egis india, feedback infra","JMRCL(2018) Comprehensive Mobility Plan - Urban Transport Sector Assessment Report for Jaipur City, Table 0-1 (Egis survey)",https://transport.rajasthan.gov.in/content/dam/transport/metro/Project/DPR%20Phase%20II/CMP%20Executive%20Summary%20Final.pdf,Go to source URL
254,Origin and Destination (O-D) Survey,O-D sample size collected at outer cordon locations,"Oring & destination, outer cordon locations",Travel Demand,L&T Infra Engineering Transport Study,Jaipur City,unknown,city,one-time,,2018,private,printed table,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Table 3-13 pg 3-17",Document not yet published,Not currently available
260,Outer Cordon Traffic Movement - 24 Hours With Outer Cordon Location Map,Outer Cordon Traffic location and traffic movement inbound and outbound with the number of vehicles and PCUs,"traffic location, traffic movement, outer cordon ",Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, Table 2.9, Figure 2.11",https://www.tourism.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
255,Passenger Travel Count,Jaipur metro ridership data  since JUn-2015,"travel count, ridership",Travel Demand,,Jaipur North Region,Monthly,city,one-time,2015,2024,open,printed table,JMRCL,"Jaipur Metro Rail Corporation Ltd. (2024), NA",https://transport.rajasthan.gov.in/content/transportportal/en/metro/PassengerInformation/passenger-travelled-count.html,Go to source URL
268,Peak Hour Passenger Count Data,"location, direction, no. of alighting passengers, no. of boarding passengers and total passenger","peak hour, passenger count, location, direction, alighting, boarding",Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, ANNEXURE - 2, pg. 124",https://www.tourism.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
261,Peak Hour Traffic - Outer Cordon,"Peak Hour Traffic - Outer Cordon Locations with peak PCU, Daily PCU, and peak hour factor in %","peak hour traffic, peak hour factor, outer cordon, PCU",Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, Table 2.10",https://www.tourism.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
259,Peak Hour Traffic At Midblock Locations,"Peak Hour Traffic at Midblock Locations with peak PCU,Daily PCU, peak hour factor in %","peak hour traffic, Midblock",Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, Table 2.8",https://www.tourism.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
257,Peak Hour Traffic At Screen Line Locations,"Peak Hour Traffic at Screen Line Locations with peak PCU,Daily PCU, peak hour factor in %","peak hour traffic, PCU",Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, Table 2-5",https://www.tourism.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
251,Peak Hour Traffic Characteristics,Peak hour traffic and its share in the daily traffic at inner cordon locations.,"Peak hour traffic, daily traffic",Travel Demand,L&T Infra Engineering Transport Study,Jaipur City,unknown,city,one-time,,2018,private,printed table,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Table 3-8, p.g 3-11",Document not yet published,Not currently available
266,Peak Hour Traffic Composition At Cordon Locations,"location, passenger,goods and slow moving vehicles traffic composition with further classification like standard bus,mofussil bus, other bus, cars, two wheeler etc.","traffic composition, cordon locations",Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, ANNEXURE - 2, pg. 122",https://www.tourism.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
265,Peak Hour Traffic Composition At Midblock Locations,"location, passenger,goods and slow moving vehicles traffic composition with further classification like standard bus,mofussil bus, other bus, cars, two wheeler etc.","traffic composition, midblock",Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, ANNEXURE - 2, pg. 120",https://www.tourism.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
264,Peak Hour Traffic Composition At Screen Line Locations,"location, passenger,goods and slow moving vehicles traffic composition with further classification like standard bus,mofussil bus, other bus, cars, two wheeler etc.","traffic composition, screen line",Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, ANNEXURE - 2, pg. 116",https://www.tourism.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
275,Public Transport Mode Jaipur,Public transport mode share data ,Public mode share,Travel Demand,Smartcities.gov.in data,Jaipur City,unknown,city,one-time,2015,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/publictransportmodejaipur,Go to source URL
256,Screen Line Traffic Movement – 16 Hours & 24 Hours With Screenline Location Map,"Screen line location and traffic movement towards North,south,east,west with the number of vehicles and PCUs","screenline, traffic, PCU",Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, Table 2-3, Table 2-4,  Figure 2.8",https://transport.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
270,Speed And Delay,"corridor name, direction(towards), distance(km), average total time(sec), average delay(sec), average journey speed(kmph), running speed(kmph) data","corridor, direction, distance, average total time, average delay, average journey speed, running speed",Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, ANNEXURE - 2, pg. 126",https://www.tourism.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
262,Speed And Delay: Peak Passengers Per Hour Per Direction (Pphpd) – Major Corridors:,"Location of rods, rail network and the journey speed and  PPHPD on Major corridors","road, rail network, journey speed, PPHPD",Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed map,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, Figure 2.13, Figure 2.14",https://www.tourism.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
272,Total Mechanized Trips Base Year 2017,"mode of transport, trips in lakhs and share in %","mechanized trips, base year, trips, mode of transport",Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2017,open,printed table,"egis rail,egis india, feedback infra","JMRCL(2018) Comprehensive Mobility Plan - Urban Transport Sector Assessment Report for Jaipur City, Table 0-2 (Estimate by Egis survey)",https://transport.rajasthan.gov.in/content/dam/transport/metro/Project/DPR%20Phase%20II/CMP%20Executive%20Summary%20Final.pdf,Go to source URL
252,Traffic Composition,Road-wise traffic composition at inner cordon locations,Traffic composition,Travel Demand,L&T Infra Engineering Transport Study,Jaipur City,unknown,city,one-time,,2018,private,printed table,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Table 3-9 pg no-3-12",Document not yet published,Not currently available
253,Traffic Volume,"Screen-line volume counts have been carried out at 68 locations across river and railway line
crossings along east-west and north-south corridor.","Screen-Line Volume Counts, Crossings
",Travel Demand,L&T Infra Engineering Transport Study,Jaipur City,unknown,city,one-time,,2018,private,printed map,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Figure3-5 pg 3-14",Document not yet published,Not currently available
249,Transportation Of Goods Vehicle Movement,Routes opted by the goods vehicles within the JDA are presented in this map.,"Goods vehicle, JDA",Travel Demand,L&T Infra Engineering Transport Study,Jaipur Development Authority (2018),unknown,region,one-time,,2018,private,printed map,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Fig. 2-29, Pg. 2-53",Document not yet published,Not currently available
263,"Travel Characteristics : Daily Trips,Hourly Distribution,Mode Share, Average Trip Length, And Trip Length Distribution","Daily trips,Hourly Distribution,Mode Share, Average Trip Length, and Trip length distribution graphs and tables ","daily trips, hourly distribution, mode share, average trip length, trip length distribution",Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, Table 2.11,Table 2.12, Figure 2.15, Figure 2.16 ",https://www.tourism.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
276,Dmic Corridor Along With Its Influence Zone,DMIC corridor along with its influence zone,"DMIC Corridor, Influence Zone",Urban Development,master plan map,Jaipur Region,unknown,region,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 2-12, pg.63",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
281,Existing Development Area Boundary Of Jaipur Region,Map outlining the boundaries of existing development areas in Jaipur Region.,"Boundaries, Jaipur region",Urban Development,master plan map,Jaipur Region,unknown,region,one-time,,2011,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 4-1, pg. 216",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
280,Growth Direction Of Jaipur Region,Availability of the expansion trajectory of Jaipur region,"Trajectory, Jaipur region",Urban Development,L&T Infra Engineering Transport Study,Jaipur District,unknown,district,one-time,,2018,private,printed map,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Figure 6-2 pg 6-4",Document not yet published,Not currently available
277,Growth Nodes By 2025 Jaipur District,Projections of key growth areas in Jaipur District by 2025.,"key growth area, Jaipur district, 2025",Urban Development,master plan map,Jaipur District,unknown,district,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 2-47, pg. 124",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
278,Jaipur Region-2025,Jaipur Region by 2025.,Jaipur region 2025,Urban Development,master plan map,Jaipur Region,unknown,region,one-time,,2011,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 3-1, pg. 128",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
279,Satellite Towns And Growth Centers In Jaipur Region,Satellite towns and growth centers are proposed in the Jaipur Region,"Satellite towns, growth centres, jaipur region",Urban Development,L&T Infra Engineering Transport Study,Jaipur Region,unknown,region,one-time,,2018,private,printed table,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Table 6-2 Pg 6-5",Document not yet published,Not currently available
287,Door To Door Collection Of Solid Waste In Jaipur,Total no. of households and establishments covered through doorstep collection ward wise,"Doorstep collection, ward wise",Waste Management,Smartcities.gov.in data,Jaipur City,unknown,city,one-time,,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/door-door-collection-solid-waste-jaipur,Go to source URL
283,Public Toilets Jaipur,Sewage network and details the spread of public toilets available within an area based on ward in the city,"public toilets, ward, area, jaipur, location",Waste Management,Smartcities.gov.in data,Jaipur City,unknown,city,one-time,,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/public-toilets-jaipur,Go to source URL
286,Solid Waste Collection Vehicle Jaipur,Types of waste collection vehicle used in different wards of jaipur city,"vehicle, waste collection, Jaipur city",Waste Management,Smartcities.gov.in data,Jaipur City,unknown,city,one-time,,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/solidwastecollectionvehiclejaipur,Go to source URL
284,Solid Waste D2d Collection Jaipur,Ward wise total door to door solid waste collection,"solid waste collection, door to door, jaipur",Waste Management,Smartcities.gov.in data,Jaipur City,unknown,city,one-time,,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/solidwasted2dcollectionjaipur,Go to source URL
282,Solid Waste Disposal Data Jaipur,"Disposal/SLF sites, type of waste,distance from city centre,operation since and quantity(TPD) in Jaipur City.","solid waste, jaipur, TPD",Waste Management,Smartcities.gov.in data,Jaipur City,unknown,city,one-time,,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/solidwastedisposaldatajaipur,Go to source URL
285,Solid Waste Processing Jaipur,"Type of Waste, Quantity, Process technology, Plant location (address), Plant capacity (TPD), Waste to Energy initiative (Y/N), Power generated by Waste-to-Energy initiative (in MW)","solid waste, processing, capacity, jaipur, plant",Waste Management,Smartcities.gov.in data,Jaipur City,unknown,city,one-time,,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/solid-waste-processing-jaipur,Go to source URL
288,Solid Waste Segregation Jaipur,Total no. of ward wise No. of Households with waste segregation,"Waste segregation, ward wise",Waste Management,Smartcities.gov.in data,Jaipur City,unknown,city,one-time,,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/solidwastesegregationjaipur,Go to source URL
289,Waste Management Revenue Expenditure Data Jaipur,Annual expenditure and revenue generated (in lakhs) in waste management.,"Expenditure, Revenue",Waste Management,Smartcities.gov.in data,Jaipur City,unknown,city,one-time,2015,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/waste-management-revenue-expenditure-data-jaipur,Go to source URL
